MasterID,MasterDate,MasterDate_rep,DevSet,SelectedSample,PSA2,New_Lat,New_Long,IndexScore,Index,BiostimVar,BiostimValue,BSPretty
631PS0081,631PS0081___2012-08-28,631PS0081___2012-08-28___1,Val,Selected,Wet,38.32796,-119.5508,1.047868562,CSCI,Nitrogen_Total_mgPerL,0.0341,Total N
631PS0081,631PS0081___2012-08-28,631PS0081___2012-08-28___1,Val,Selected,Wet,38.32796,-119.5508,1.047868562,CSCI,Phosphorus_as_P_mgPerL,0.0163,Total P
631PS0081,631PS0081___2012-08-28,631PS0081___2012-08-28___1,Val,Selected,Wet,38.32796,-119.5508,1.047868562,CSCI,Chlorophyll_a_mgPerm2,2.67,Chl-a
631PS0081,631PS0081___2012-08-28,631PS0081___2012-08-28___1,Val,Selected,Wet,38.32796,-119.5508,1.047868562,CSCI,Ash_Free_Dry_Mass_mgPercm2,0.41,AFDM
631PS0081,631PS0081___2012-08-28,631PS0081___2012-08-28___1,Val,Selected,Wet,38.32796,-119.5508,1.047868562,CSCI,PCT_MAP,0,% cover
631PS0087,631PS0087___2012-08-08,631PS0087___2012-08-08___1,Cal,Selected,Wet,38.5236,-119.3363,0.999886312,CSCI,Nitrogen_Total_mgPerL,0.125,Total N
631PS0087,631PS0087___2012-08-08,631PS0087___2012-08-08___1,Cal,Selected,Wet,38.5236,-119.3363,0.999886312,CSCI,Phosphorus_as_P_mgPerL,0.052,Total P
631PS0087,631PS0087___2012-08-08,631PS0087___2012-08-08___1,Cal,Selected,Wet,38.5236,-119.3363,0.999886312,CSCI,Chlorophyll_a_mgPerm2,15,Chl-a
631PS0087,631PS0087___2012-08-08,631PS0087___2012-08-08___1,Cal,Selected,Wet,38.5236,-119.3363,0.999886312,CSCI,Ash_Free_Dry_Mass_mgPercm2,0.488,AFDM
631PS0087,631PS0087___2012-08-08,631PS0087___2012-08-08___1,Cal,Selected,Wet,38.5236,-119.3363,0.999886312,CSCI,PCT_MAP,1,% cover
636PS0086,636PS0086___2012-09-26,636PS0086___2012-09-26___1,Cal,Selected,Wet,39.46729,-120.1031,0.687965701,CSCI,Nitrogen_Total_mgPerL,0.165,Total N
636PS0086,636PS0086___2012-09-26,636PS0086___2012-09-26___1,Cal,Selected,Wet,39.46729,-120.1031,0.687965701,CSCI,Phosphorus_as_P_mgPerL,0.012,Total P
636PS0086,636PS0086___2012-09-26,636PS0086___2012-09-26___1,Cal,Selected,Wet,39.46729,-120.1031,0.687965701,CSCI,Chlorophyll_a_mgPerm2,83.2,Chl-a
636PS0086,636PS0086___2012-09-26,636PS0086___2012-09-26___1,Cal,Selected,Wet,39.46729,-120.1031,0.687965701,CSCI,Ash_Free_Dry_Mass_mgPercm2,2.78,AFDM
636PS0086,636PS0086___2012-09-26,636PS0086___2012-09-26___1,Cal,Selected,Wet,39.46729,-120.1031,0.687965701,CSCI,PCT_MAP,61,% cover
105CR0901,105CR0901___2014-07-23,105CR0901___2014-07-23___1,Cal,NotSelected,Wet,41.32251159,-123.5230628,0.403925408,CSCI,Nitrogen_Total_mgPerL,0.331,Total N
105CR0901,105CR0901___2014-07-23,105CR0901___2014-07-23___1,Cal,NotSelected,Wet,41.32251159,-123.5230628,0.403925408,CSCI,Phosphorus_as_P_mgPerL,0.0839,Total P
105CR0901,105CR0901___2014-07-23,105CR0901___2014-07-23___1,Cal,NotSelected,Wet,41.32251159,-123.5230628,0.403925408,CSCI,Chlorophyll_a_mgPerm2,29.4,Chl-a
105CR0901,105CR0901___2014-07-23,105CR0901___2014-07-23___1,Cal,NotSelected,Wet,41.32251159,-123.5230628,0.403925408,CSCI,Ash_Free_Dry_Mass_mgPercm2,0.364,AFDM
105CR0901,105CR0901___2014-08-11,105CR0901___2014-08-11___1,Cal,Selected,Wet,41.32251159,-123.5230628,0.464747707,CSCI,Nitrogen_Total_mgPerL,0.527,Total N
105CR0901,105CR0901___2014-08-11,105CR0901___2014-08-11___1,Cal,Selected,Wet,41.32251159,-123.5230628,0.464747707,CSCI,Phosphorus_as_P_mgPerL,0.14,Total P
105CR0901,105CR0901___2014-08-11,105CR0901___2014-08-11___1,Cal,Selected,Wet,41.32251159,-123.5230628,0.464747707,CSCI,Chlorophyll_a_mgPerm2,10.2,Chl-a
105CR0901,105CR0901___2014-08-11,105CR0901___2014-08-11___1,Cal,Selected,Wet,41.32251159,-123.5230628,0.464747707,CSCI,Ash_Free_Dry_Mass_mgPercm2,0.424,AFDM
105CR0906,105CR0906___2014-08-12,105CR0906___2014-08-12___1,Cal,Selected,Wet,41.54808466,-123.5253606,0.435741605,CSCI,Nitrogen_Total_mgPerL,0.596,Total N
105CR0906,105CR0906___2014-08-12,105CR0906___2014-08-12___1,Cal,Selected,Wet,41.54808466,-123.5253606,0.435741605,CSCI,Phosphorus_as_P_mgPerL,0.189,Total P
105CR0906,105CR0906___2014-08-12,105CR0906___2014-08-12___1,Cal,Selected,Wet,41.54808466,-123.5253606,0.435741605,CSCI,Chlorophyll_a_mgPerm2,9.71,Chl-a
105CR0906,105CR0906___2014-08-12,105CR0906___2014-08-12___1,Cal,Selected,Wet,41.54808466,-123.5253606,0.435741605,CSCI,Ash_Free_Dry_Mass_mgPercm2,0.53,AFDM
105CR0908,105CR0908___2014-07-22,105CR0908___2014-07-22___1,Cal,Selected,Wet,41.44633508,-123.9336396,0.431433246,CSCI,Nitrogen_Total_mgPerL,0.186,Total N
105CR0908,105CR0908___2014-07-22,105CR0908___2014-07-22___1,Cal,Selected,Wet,41.44633508,-123.9336396,0.431433246,CSCI,Phosphorus_as_P_mgPerL,0.035,Total P
105CR0908,105CR0908___2014-07-22,105CR0908___2014-07-22___1,Cal,Selected,Wet,41.44633508,-123.9336396,0.431433246,CSCI,Chlorophyll_a_mgPerm2,8.6,Chl-a
105CR0908,105CR0908___2014-07-22,105CR0908___2014-07-22___1,Cal,Selected,Wet,41.44633508,-123.9336396,0.431433246,CSCI,Ash_Free_Dry_Mass_mgPercm2,0.258,AFDM
105CR0913,105CR0913___2014-08-12,105CR0913___2014-08-12___1,Cal,Selected,Wet,41.84362931,-122.8936586,0.560595297,CSCI,Nitrogen_Total_mgPerL,0.773,Total N
105CR0913,105CR0913___2014-08-12,105CR0913___2014-08-12___1,Cal,Selected,Wet,41.84362931,-122.8936586,0.560595297,CSCI,Phosphorus_as_P_mgPerL,0.224,Total P
105CR0913,105CR0913___2014-08-12,105CR0913___2014-08-12___1,Cal,Selected,Wet,41.84362931,-122.8936586,0.560595297,CSCI,Chlorophyll_a_mgPerm2,8.7,Chl-a
105CR0913,105CR0913___2014-08-12,105CR0913___2014-08-12___1,Cal,Selected,Wet,41.84362931,-122.8936586,0.560595297,CSCI,Ash_Free_Dry_Mass_mgPercm2,0.348,AFDM
105CR1004,105CR1004___2014-07-23,105CR1004___2014-07-23___1,Val,Selected,Wet,41.27540622,-123.6007504,0.300011615,CSCI,Nitrogen_Total_mgPerL,0.324,Total N
105CR1004,105CR1004___2014-07-23,105CR1004___2014-07-23___1,Val,Selected,Wet,41.27540622,-123.6007504,0.300011615,CSCI,Phosphorus_as_P_mgPerL,0.0749,Total P
105CR1004,105CR1004___2014-07-23,105CR1004___2014-07-23___1,Val,Selected,Wet,41.27540622,-123.6007504,0.300011615,CSCI,Chlorophyll_a_mgPerm2,19.1,Chl-a
105CR1004,105CR1004___2014-07-23,105CR1004___2014-07-23___1,Val,Selected,Wet,41.27540622,-123.6007504,0.300011615,CSCI,Ash_Free_Dry_Mass_mgPercm2,0.348,AFDM
106HLCACC,106HLCACC___2013-09-23,106HLCACC___2013-09-23___1,Cal,Selected,Wet,41.01599557,-123.5960935,1.091911215,CSCI,Nitrogen_Total_mgPerL,0.0846,Total N
106HLCACC,106HLCACC___2013-09-23,106HLCACC___2013-09-23___1,Cal,Selected,Wet,41.01599557,-123.5960935,1.091911215,CSCI,Phosphorus_as_P_mgPerL,0.017,Total P
106HLCACC,106HLCACC___2013-09-23,106HLCACC___2013-09-23___1,Cal,Selected,Wet,41.01599557,-123.5960935,1.091911215,CSCI,Chlorophyll_a_mgPerm2,10.4,Chl-a
106HLCACC,106HLCACC___2013-09-23,106HLCACC___2013-09-23___1,Cal,Selected,Wet,41.01599557,-123.5960935,1.091911215,CSCI,Ash_Free_Dry_Mass_mgPercm2,0.603,AFDM
106HLCACC,106HLCACC___2013-09-23,106HLCACC___2013-09-23___1,Cal,Selected,Wet,41.01599557,-123.5960935,1.091911215,CSCI,PCT_MAP,6,% cover
106PS0206,106PS0206___2012-10-03,106PS0206___2012-10-03___1,Cal,Selected,Wet,40.54019584,-122.9350317,1.213743777,CSCI,Nitrogen_Total_mgPerL,0.0535,Total N
106PS0206,106PS0206___2012-10-03,106PS0206___2012-10-03___1,Cal,Selected,Wet,40.54019584,-122.9350317,1.213743777,CSCI,Phosphorus_as_P_mgPerL,0.0105,Total P
106PS0206,106PS0206___2012-10-03,106PS0206___2012-10-03___1,Cal,Selected,Wet,40.54019584,-122.9350317,1.213743777,CSCI,Chlorophyll_a_mgPerm2,35.8,Chl-a
106PS0206,106PS0206___2012-10-03,106PS0206___2012-10-03___1,Cal,Selected,Wet,40.54019584,-122.9350317,1.213743777,CSCI,Ash_Free_Dry_Mass_mgPercm2,0.748,AFDM
106PS0206,106PS0206___2012-10-03,106PS0206___2012-10-03___1,Cal,Selected,Wet,40.54019584,-122.9350317,1.213743777,CSCI,PCT_MAP,16,% cover
111CR0911,111CR0911___2014-08-19,111CR0911___2014-08-19___1,Cal,Selected,Wet,40.30961826,-123.7624833,0.3812287,CSCI,Nitrogen_Total_mgPerL,0.126,Total N
111CR0911,111CR0911___2014-08-19,111CR0911___2014-08-19___1,Cal,Selected,Wet,40.30961826,-123.7624833,0.3812287,CSCI,Phosphorus_as_P_mgPerL,0,Total P
111CR0911,111CR0911___2014-08-19,111CR0911___2014-08-19___1,Cal,Selected,Wet,40.30961826,-123.7624833,0.3812287,CSCI,Chlorophyll_a_mgPerm2,18.1,Chl-a
111CR0911,111CR0911___2014-08-19,111CR0911___2014-08-19___1,Cal,Selected,Wet,40.30961826,-123.7624833,0.3812287,CSCI,Ash_Free_Dry_Mass_mgPercm2,0.909,AFDM
111SF1944,111SF1944___2010-08-24,111SF1944___2010-08-24___2,Cal,Selected,Wet,40.21649501,-123.7900959,0.706812237,CSCI,Nitrogen_Total_mgPerL,0.0872,Total N
111SF1944,111SF1944___2010-08-24,111SF1944___2010-08-24___2,Cal,Selected,Wet,40.21649501,-123.7900959,0.706812237,CSCI,Phosphorus_as_P_mgPerL,0.0189,Total P
111SF1944,111SF1944___2010-08-24,111SF1944___2010-08-24___2,Cal,Selected,Wet,40.21649501,-123.7900959,0.706812237,CSCI,Chlorophyll_a_mgPerm2,43.59,Chl-a
111SF1944,111SF1944___2010-08-24,111SF1944___2010-08-24___2,Cal,Selected,Wet,40.21649501,-123.7900959,0.706812237,CSCI,Ash_Free_Dry_Mass_mgPercm2,2.478,AFDM
111SF1944,111SF1944___2010-10-05,111SF1944___2010-10-05___1,Cal,NotSelected,Wet,40.21649501,-123.7900959,0.829422152,CSCI,Nitrogen_Total_mgPerL,0.223,Total N
111SF1944,111SF1944___2010-10-05,111SF1944___2010-10-05___1,Cal,NotSelected,Wet,40.21649501,-123.7900959,0.829422152,CSCI,Phosphorus_as_P_mgPerL,0.0205,Total P
111SF1944,111SF1944___2010-10-05,111SF1944___2010-10-05___1,Cal,NotSelected,Wet,40.21649501,-123.7900959,0.829422152,CSCI,Chlorophyll_a_mgPerm2,124.48,Chl-a
111SF1944,111SF1944___2010-10-05,111SF1944___2010-10-05___1,Cal,NotSelected,Wet,40.21649501,-123.7900959,0.829422152,CSCI,Ash_Free_Dry_Mass_mgPercm2,8.065,AFDM
111SF1944,111SF1944___2010-08-24,111SF1944___2010-08-24___1,Cal,Selected,Wet,40.21649501,-123.7900959,0.75357401,CSCI,Nitrogen_Total_mgPerL,0.0872,Total N
111SF1944,111SF1944___2010-08-24,111SF1944___2010-08-24___1,Cal,Selected,Wet,40.21649501,-123.7900959,0.75357401,CSCI,Phosphorus_as_P_mgPerL,0.0189,Total P
111SF1944,111SF1944___2010-08-24,111SF1944___2010-08-24___1,Cal,Selected,Wet,40.21649501,-123.7900959,0.75357401,CSCI,Chlorophyll_a_mgPerm2,43.59,Chl-a
111SF1944,111SF1944___2010-08-24,111SF1944___2010-08-24___1,Cal,Selected,Wet,40.21649501,-123.7900959,0.75357401,CSCI,Ash_Free_Dry_Mass_mgPercm2,2.478,AFDM
113GAR023,113GAR023___2014-07-22,113GAR023___2014-07-22___1,Cal,Selected,Wet,38.90730023,-123.4823152,0.845722138,CSCI,Nitrogen_Total_mgPerL,0.0819,Total N
113GAR023,113GAR023___2014-07-22,113GAR023___2014-07-22___1,Cal,Selected,Wet,38.90730023,-123.4823152,0.845722138,CSCI,Phosphorus_as_P_mgPerL,0.0289,Total P
113GAR023,113GAR023___2014-07-22,113GAR023___2014-07-22___1,Cal,Selected,Wet,38.90730023,-123.4823152,0.845722138,CSCI,Chlorophyll_a_mgPerm2,173,Chl-a
113GAR023,113GAR023___2014-07-22,113GAR023___2014-07-22___1,Cal,Selected,Wet,38.90730023,-123.4823152,0.845722138,CSCI,Ash_Free_Dry_Mass_mgPercm2,2.08,AFDM
113GAR023,113GAR023___2013-08-05,113GAR023___2013-08-05___1,Cal,NotSelected,Wet,38.90730023,-123.4823152,0.646126777,CSCI,Nitrogen_Total_mgPerL,0.0385,Total N
113GAR023,113GAR023___2013-08-05,113GAR023___2013-08-05___1,Cal,NotSelected,Wet,38.90730023,-123.4823152,0.646126777,CSCI,Phosphorus_as_P_mgPerL,0.0298,Total P
113GAR023,113GAR023___2013-08-05,113GAR023___2013-08-05___1,Cal,NotSelected,Wet,38.90730023,-123.4823152,0.646126777,CSCI,Chlorophyll_a_mgPerm2,55.2,Chl-a
113GAR023,113GAR023___2013-08-05,113GAR023___2013-08-05___1,Cal,NotSelected,Wet,38.90730023,-123.4823152,0.646126777,CSCI,Ash_Free_Dry_Mass_mgPercm2,4.78,AFDM
113GAR042,113GAR042___2013-09-10,113GAR042___2013-09-10___1,Val,Selected,Wet,38.8747124,-123.5248435,0.853870568,CSCI,Nitrogen_Total_mgPerL,0.042,Total N
113GAR042,113GAR042___2013-09-10,113GAR042___2013-09-10___1,Val,Selected,Wet,38.8747124,-123.5248435,0.853870568,CSCI,Phosphorus_as_P_mgPerL,0.0338,Total P
113GAR042,113GAR042___2013-09-10,113GAR042___2013-09-10___1,Val,Selected,Wet,38.8747124,-123.5248435,0.853870568,CSCI,Chlorophyll_a_mgPerm2,141,Chl-a
113GAR042,113GAR042___2013-09-10,113GAR042___2013-09-10___1,Val,Selected,Wet,38.8747124,-123.5248435,0.853870568,CSCI,Ash_Free_Dry_Mass_mgPercm2,2.7,AFDM
114GV3469,114GV3469___2011-07-05,114GV3469___2011-07-05___1,Val,Selected,Wet,38.46394613,-122.9040555,0.833762308,CSCI,Nitrogen_Total_mgPerL,0,Total N
